CTUID,temperature_c,apparent_temp_c,precipitation_mm,wind_speed_kmh,wind_gusts_kmh,weather_code,heat_days_per_yr,hot_days_per_yr,frost_days_per_yr,freezing_days_per_yr,annual_precip_mm,heavy_rain_days_per_yr,max_24h_precip_mm,max_wind_gust_kmh,mean_summer_tmax,in_flood_zone
5350509.02,17.2,19.0,0.0,10.1,13.7,0,,,,,,,,,,False
5350511.01,18.0,20.0,0.0,9.7,14.0,0,,,,,,,,,,False
5350511.02,18.0,20.0,0.0,9.7,14.0,0,,,,,,,,,,False
5350513.01,18.7,20.8,0.0,9.9,14.8,0,,,,,,,,,,False
5350513.02,19.0,21.0,0.0,10.3,14.0,0,,,,,,,,,,False
5350513.03,18.0,20.0,0.0,9.7,14.0,0,,,,,,,,,,False
5350516.01,20.5,22.6,0.0,12.6,16.2,0,,,,,,,,,,False
5350516.02,21.0,23.2,0.0,13.1,16.2,0,,,,,,,,,,False
5350516.03,21.1,23.3,0.0,13.1,16.2,0,,,,,,,,,,False
5350516.04,20.8,23.1,0.0,12.4,15.5,0,,,,,,,,,,False
5350516.05,20.8,23.0,0.0,12.4,15.5,0,,,,,,,,,,False
5350516.06,20.8,23.0,0.0,12.4,15.5,0,,,,,,,,,,False
5350516.08,19.3,21.4,0.0,10.0,15.5,0,,,,,,,,,,False
5350516.09,19.4,21.5,0.0,10.0,15.5,0,,,,,,,,,,False
5350520.01,18.8,20.7,0.0,10.3,14.0,0,,,,,,,,,,False
5350520.02,18.7,20.7,0.0,10.3,14.0,0,,,,,,,,,,False
5350521.01,19.0,21.0,0.0,10.9,13.7,0,,,,,,,,,,False
5350521.02,19.1,21.0,0.0,10.9,13.7,0,,,,,,,,,,False
5350521.03,19.2,21.2,0.0,10.9,13.7,0,,,,,,,,,,False
5350521.04,19.1,21.1,0.0,10.9,13.7,0,,,,,,,,,,False
5350521.05,19.2,21.2,0.0,10.9,13.7,0,,,,,,,,,,False
5350524.01,18.3,20.1,0.0,10.6,13.7,0,,,,,,,,,,False
5350524.02,18.8,20.5,0.0,11.6,13.7,0,,,,,,,,,,False
5350525.01,18.7,20.4,0.0,11.6,13.7,0,,,,,,,,,,False
5350525.02,18.8,20.5,0.0,11.6,13.7,0,,,,,,,,,,False
5350526.01,18.6,20.3,0.0,11.6,13.7,0,,,,,,,,,,False
5350526.02,18.7,20.4,0.0,11.6,13.7,0,,,,,,,,,,False
5350527.02,19.3,21.3,0.0,11.6,14.0,0,,,,,,,,,,False
5350529.01,20.8,22.7,0.0,13.7,16.2,0,,,,,,,,,,False
5350529.02,20.8,22.7,0.0,13.7,16.2,0,,,,,,,,,,False
5350531.01,21.1,22.8,0.0,12.7,15.8,0,,,,,,,,,,False
5350531.02,21.1,22.8,0.0,12.7,15.8,0,,,,,,,,,,False
5350532.01,21.5,23.2,0.0,13.7,16.2,0,,,,,,,,,,False
5350532.02,21.5,23.2,0.0,13.7,16.2,0,,,,,,,,,,False
5350540.01,17.7,19.6,0.0,9.5,14.8,0,,,,,,,,,,False
5350540.02,18.2,20.2,0.0,9.7,14.0,0,,,,,,,,,,False
5350550.01,20.9,23.2,0.0,12.4,15.5,0,,,,,,,,,,False
5350550.02,20.2,22.5,0.0,11.5,14.4,0,,,,,,,,,,False
5350562.02,22.4,24.7,0.0,10.4,15.5,0,,,,,,,,,,False
5350562.03,22.3,24.5,0.0,10.4,15.5,0,,,,,,,,,,False
5350562.04,22.4,24.6,0.0,10.4,15.5,0,,,,,,,,,,False
5350562.05,22.4,24.7,0.0,10.4,15.5,0,,,,,,,,,,False
5350562.06,22.6,24.5,0.0,10.5,15.1,0,,,,,,,,,,False
5350562.07,22.6,24.6,0.0,10.5,15.1,0,,,,,,,,,,False
5350562.08,22.6,24.6,0.0,10.5,15.1,0,,,,,,,,,,False
5350562.09,22.3,24.3,0.0,11.8,14.8,0,,,,,,,,,,False
5350563.01,22.3,24.3,0.0,11.8,14.8,0,,,,,,,,,,False
5350563.02,22.3,24.4,0.0,11.8,14.8,0,,,,,,,,,,False
5350570.01,21.8,23.6,0.0,13.0,15.5,0,,,,,,,,,,False
5350570.02,21.1,22.8,0.0,14.2,16.6,0,,,,,,,,,,False
5350571.01,21.9,24.0,0.0,11.3,14.0,0,,,,,,,,,,False
5350571.02,21.7,23.4,0.0,12.5,15.1,0,17.333333333333332,74.33333333333333,132.33333333333334,35.666666666666664,918.6500000000001,3.1666666666666665,54.6,45.7,18.564018691588785,False
5350575.01,22.1,24.2,0.0,11.2,14.8,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350575.02,21.9,23.9,0.0,11.3,14.0,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350575.03,21.8,23.8,0.0,11.3,14.0,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350575.04,21.9,23.9,0.0,11.3,14.0,0,17.333333333333332,74.33333333333333,132.33333333333334,35.666666666666664,918.6500000000001,3.1666666666666665,54.6,45.7,18.564018691588785,False
5370001.01,22.3,23.9,0.0,10.0,12.2,0,8.833333333333334,65.16666666666667,116.5,31.833333333333332,913.1833333333334,3.5,46.7,56.8,18.24618380062305,False
5370001.02,22.1,23.7,0.0,10.0,12.2,0,8.833333333333334,65.16666666666667,116.5,31.833333333333332,913.1833333333334,3.5,46.7,56.8,18.24618380062305,False
5370002.01,22.1,23.9,0.0,9.5,11.9,0,9.833333333333334,68.66666666666667,126.0,34.0,955.4333333333334,4.0,53.5,49.0,18.290965732087226,False
5370002.03,22.1,23.9,0.0,9.5,11.9,0,9.833333333333334,68.66666666666667,126.0,34.0,955.4333333333334,4.0,53.5,49.0,18.290965732087226,False
5370003.01,22.2,24.1,0.0,9.5,11.9,0,12.0,70.66666666666667,122.33333333333333,31.5,926.4499999999999,3.8333333333333335,59.8,49.2,18.42616822429906,False
5370003.02,22.1,24.0,0.0,9.5,11.9,0,,,,,,,,,,False
5370003.03,22.1,24.0,0.0,9.5,11.9,0,,,,,,,,,,False
5370003.04,22.1,24.0,0.0,9.5,11.9,0,,,,,,,,,,False
5370004.01,22.1,23.9,0.0,10.2,12.2,0,,,,,,,,,,False
5370004.02,22.1,23.9,0.0,10.2,12.2,0,,,,,,,,,,False
5370005.01,22.2,23.9,0.0,9.8,12.2,0,,,,,,,,,,False
5370005.02,22.2,24.0,0.0,9.8,12.2,0,,,,,,,,,,False
5370005.03,22.3,24.0,0.0,9.8,12.2,0,,,,,,,,,,False
5370026.01,22.6,25.8,0.0,2.2,10.4,0,,,,,,,,,,False
5370026.02,21.8,25.0,0.0,2.2,11.2,0,,,,,,,,,,False
5370026.03,22.8,25.0,0.0,8.4,11.5,0,,,,,,,,,,False
5370026.04,22.9,24.7,0.0,9.3,11.9,0,,,,,,,,,,False
5370026.05,22.9,24.8,0.0,9.3,11.9,0,,,,,,,,,,False
5370072.01,22.0,25.2,0.0,2.2,11.2,0,,,,,,,,,,False
5370072.02,21.9,25.1,0.0,2.2,11.2,0,,,,,,,,,,False
5370072.03,21.9,25.1,0.0,2.2,11.2,0,,,,,,,,,,False
5370072.04,21.9,25.1,0.0,2.2,11.2,0,,,,,,,,,,False
5370080.01,22.1,24.0,0.0,9.8,11.2,0,,,,,,,,,,False
5370084.01,21.8,24.7,0.0,3.6,11.5,0,,,,,,,,,,False
5370084.02,22.8,25.0,0.0,8.2,11.5,0,,,,,,,,,,False
5350484.03,21.4,24.1,0.0,6.6,13.0,0,,,,,,,,,,False
5350400.04,21.5,24.8,0.0,5.6,7.6,0,,,,,,,,,,False
5350400.08,21.4,24.6,0.0,5.3,7.6,1,,,,,,,,,,False
5350400.06,21.3,24.5,0.0,5.2,7.2,1,,,,,,,,,,False
5350400.07,21.4,24.6,0.0,5.2,7.2,1,,,,,,,,,,False
5350401.04,21.4,24.6,0.0,6.1,7.9,0,,,,,,,,,,False
5350401.05,21.5,24.7,0.0,6.1,7.9,0,,,,,,,,,,False
5350401.06,21.6,24.8,0.0,6.0,7.9,1,,,,,,,,,,False
5350401.07,21.7,24.8,0.0,6.0,7.9,1,,,,,,,,,,False
5350401.08,21.5,24.3,0.0,6.0,8.3,0,,,,,,,,,,False
5350402.09,22.0,24.7,0.0,7.9,9.4,0,,,,,,,,,,False
5350402.1,21.9,24.6,0.0,8.2,9.4,0,,,,,,,,,,False
5350410.02,21.2,23.2,0.0,10.6,12.2,0,,,,,,,,,,False
5350410.03,21.6,24.2,0.0,8.0,9.4,0,,,,,,,,,,False
5350410.04,21.2,23.2,0.0,10.6,12.2,0,,,,,,,,,,False
5350411.01,21.4,23.4,0.0,10.5,11.9,0,,,,,,,,,,False
5350412.04,21.7,23.7,0.0,11.1,14.8,0,,,,,,,,,,False
5350441.02,21.5,23.9,0.0,5.1,14.0,0,,,,,,,,,,False
5350513.04,19.0,21.0,0.0,10.3,14.0,0,,,,,,,,,,False
5350515.01,19.4,21.6,0.0,10.0,15.5,0,,,,,,,,,,False
5350515.02,18.3,20.4,0.0,9.1,15.8,0,,,,,,,,,,False
5350516.11,19.5,21.7,0.0,10.4,14.8,0,,,,,,,,,,False
5350527.04,19.7,21.7,0.0,12.6,14.8,0,,,,,,,,,,False
5350572.01,21.7,23.4,0.0,12.5,15.1,0,,,,,,,,,,False
5350575.05,22.1,24.2,0.0,11.2,14.8,0,,,,,,,,,,False
5350576.04,22.2,23.6,0.0,11.2,14.4,0,,,,,,,,,,False
5350576.05,22.2,24.0,0.0,10.9,15.1,0,,,,,,,,,,False
5370080.03,22.3,24.4,0.0,8.4,11.5,0,,,,,,,,,,False
5350412.21,21.9,24.4,0.0,7.9,13.7,0,,,,,,,,,,False
5350412.22,21.6,24.1,0.0,7.8,13.7,0,,,,,,,,,,False
5350412.24,21.6,24.1,0.0,7.8,13.7,0,,,,,,,,,,False
5370133.01,22.6,24.6,0.0,10.0,12.2,0,,,,,,,,,,False
5370133.02,23.1,25.4,0.0,8.9,11.5,0,,,,,,,,,,False
5350483.01,22.6,24.9,0.0,5.2,13.7,0,,,,,,,,,,False
5350420.03,21.5,23.8,0.0,6.6,14.0,0,,,,,,,,,,False
5350411.04,21.3,23.7,0.0,7.1,14.0,0,,,,,,,,,,False
5350412.06,21.8,24.2,0.0,9.0,14.0,0,,,,,,,,,,False
5350412.08,22.0,24.1,0.0,10.5,14.0,0,,,,,,,,,,False
5350401.11,21.3,24.5,0.0,5.6,7.6,0,,,,,,,,,,False
5350401.13,21.3,24.5,0.0,6.1,7.9,0,,,,,,,,,,False
5350401.09,21.8,24.7,0.0,6.2,8.3,1,,,,,,,,,,False
5350401.1,21.8,24.7,0.0,6.2,8.3,1,,,,,,,,,,False
5350400.11,21.4,24.6,0.0,5.6,7.6,0,,,,,,,,,,False
5350400.12,21.3,24.5,0.0,5.3,7.6,1,,,,,,,,,,False
5350410.07,21.2,23.2,0.0,10.6,12.2,0,,,,,,,,,,False
5350442.03,21.2,23.7,0.0,4.2,11.9,0,,,,,,,,,,False
5350410.05,21.6,24.2,0.0,8.0,9.4,0,,,,,,,,,,False
5350527.05,19.4,21.4,0.0,11.6,14.0,0,,,,,,,,,,False
5350527.06,19.3,21.4,0.0,11.6,14.0,0,,,,,,,,,,False
5350527.07,19.0,20.9,0.0,10.9,13.7,0,,,,,,,,,,False
5350527.08,19.4,21.5,0.0,11.2,14.4,0,,,,,,,,,,False
5350527.09,19.5,21.6,0.0,11.2,14.4,0,,,,,,,,,,False
5350521.06,19.1,21.1,0.0,10.9,13.7,0,,,,,,,,,,False
5350516.16,19.5,21.7,0.0,10.4,14.8,0,,,,,,,,,,False
5350528.01,19.5,21.7,0.0,11.2,14.4,0,,,,,,,,,,False
5350573.03,22.1,24.2,0.0,11.2,14.8,0,,,,,,,,,,False
5350562.11,22.3,24.6,0.0,10.4,15.5,0,,,,,,,,,,False
5350564.01,22.3,24.3,0.0,11.8,14.8,0,,,,,,,,,,False
5350564.02,22.3,24.3,0.0,11.8,14.8,0,,,,,,,,,,False
5350576.06,22.1,23.8,0.0,10.9,15.1,0,,,,,,,,,,False
5350576.07,22.0,24.0,0.0,11.2,14.8,0,,,,,,,,,,False
5370001.04,22.0,23.7,0.0,10.1,12.2,0,,,,,,,,,,False
5370001.05,22.1,23.8,0.0,10.2,12.2,0,,,,,,,,,,False
5370001.06,22.2,23.8,0.0,10.0,12.2,0,,,,,,,,,,False
5370085.01,22.7,24.9,0.0,8.2,11.5,0,8.166666666666666,61.166666666666664,104.5,29.833333333333332,905.6166666666664,3.8333333333333335,47.2,56.3,18.15093457943925,False
5370085.02,21.8,24.7,0.0,3.6,11.5,0,8.166666666666666,61.166666666666664,104.5,29.833333333333332,905.6166666666664,3.8333333333333335,47.2,56.3,18.15093457943925,False
5370085.03,21.3,23.9,0.0,5.9,12.2,0,8.166666666666666,61.166666666666664,104.5,29.833333333333332,905.6166666666664,3.8333333333333335,47.2,56.3,18.15093457943925,False
5370001.07,22.1,23.7,0.0,10.0,12.2,0,8.833333333333334,65.16666666666667,116.5,31.833333333333332,913.1833333333334,3.5,46.7,56.8,18.24618380062305,False
5370084.03,22.8,25.0,0.0,8.2,11.5,0,8.833333333333334,65.16666666666667,116.5,31.833333333333332,913.1833333333334,3.5,46.7,56.8,18.24618380062305,False
5370084.04,21.9,24.8,0.0,3.6,11.5,0,10.0,66.33333333333333,99.5,27.5,905.6166666666664,3.8333333333333335,47.2,56.3,18.526401869158878,False
5370026.06,23.0,24.9,0.0,9.3,11.9,0,8.833333333333334,65.16666666666667,116.5,31.833333333333332,913.1833333333334,3.5,46.7,56.8,18.24618380062305,False
5370002.04,22.1,23.9,0.0,9.5,11.9,0,9.833333333333334,68.66666666666667,126.0,34.0,955.4333333333334,4.0,53.5,49.0,18.290965732087226,False
5370084.05,21.8,24.7,0.0,3.6,11.5,0,9.666666666666666,66.0,99.66666666666667,27.5,905.6166666666664,3.8333333333333335,47.2,56.3,18.477881619937694,False
5350514.01,18.7,20.8,0.0,9.9,14.8,0,4.0,50.333333333333336,112.0,30.0,892.7999999999998,3.0,46.8,53.2,17.737772585669784,False
5350514.02,18.5,20.6,0.0,9.1,15.8,0,,,,,,,,,,False
5350516.17,20.1,22.4,0.0,11.2,15.1,0,,,,,,,,,,False
5350516.18,20.1,22.3,0.0,11.2,15.1,0,,,,,,,,,,False
5350516.2,21.0,23.2,0.0,13.1,16.2,0,,,,,,,,,,False
5350516.21,20.9,23.0,0.0,13.7,16.6,0,,,,,,,,,,False
5350516.22,20.9,23.0,0.0,13.7,16.6,0,,,,,,,,,,False
5350516.23,20.5,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350576.09,22.3,23.7,0.0,11.2,14.4,0,,,,,,,,,,False
5350516.24,19.9,22.1,0.0,11.1,16.2,0,,,,,,,,,,False
5350516.25,19.9,22.1,0.0,11.1,16.2,0,,,,,,,,,,False
5350516.26,19.3,21.4,0.0,10.0,15.5,0,,,,,,,,,,False
5350516.28,20.5,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350516.29,20.5,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350520.05,18.8,20.7,0.0,10.3,14.0,0,,,,,,,,,,False
5350528.11,19.6,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.12,20.2,22.5,0.0,11.5,14.4,0,,,,,,,,,,False
5350528.13,20.2,22.6,0.0,11.5,14.4,0,,,,,,,,,,False
5350528.15,20.2,22.5,0.0,11.5,14.4,0,,,,,,,,,,False
5350528.16,20.2,22.5,0.0,11.5,14.4,0,,,,,,,,,,False
5350528.18,20.2,22.3,0.0,12.9,15.8,0,,,,,,,,,,False
5350528.19,19.5,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.2,21.1,22.9,0.0,14.2,16.6,0,,,,,,,,,,False
5350528.21,21.1,22.9,0.0,14.2,16.6,0,,,,,,,,,,False
5350528.22,20.8,22.8,0.0,14.4,15.8,0,,,,,,,,,,False
5350572.04,21.7,23.5,0.0,12.5,15.1,0,,,,,,,,,,False
5350572.05,21.7,23.5,0.0,12.5,15.1,0,,,,,,,,,,False
5350528.24,20.2,22.4,0.0,12.9,15.8,0,,,,,,,,,,False
5350528.26,19.5,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.31,21.3,22.7,0.0,13.9,15.8,0,,,,,,,,,,False
5350573.05,21.8,23.7,0.0,12.0,15.5,0,,,,,,,,,,False
5350572.07,21.7,23.5,0.0,12.5,15.1,0,,,,,,,,,,False
5350572.08,21.3,22.7,0.0,13.9,15.8,0,,,,,,,,,,False
5350411.26,21.1,23.5,0.0,7.1,14.0,0,,,,,,,,,,False
5350411.27,21.2,23.6,0.0,7.1,14.0,0,,,,,,,,,,False
5370080.05,22.1,23.9,0.0,10.2,12.2,0,,,,,,,,,,False
5370130.02,23.0,25.3,0.0,8.9,11.5,0,,,,,,,,,,False
5370130.03,23.0,25.2,0.0,8.9,11.5,0,,,,,,,,,,False
5350480.01,21.4,24.2,0.0,4.3,13.0,0,,,,,,,,,,False
5350485.02,21.4,24.1,0.0,6.5,15.1,0,,,,,,,,,,False
5350401.14,21.4,24.6,0.0,5.3,7.6,1,,,,,,,,,,False
5350401.15,21.5,24.7,0.0,5.3,7.6,1,,,,,,,,,,False
5350403.01,21.4,23.7,0.0,6.7,13.7,0,,,,,,,,,,False
5350410.09,21.1,23.1,0.0,10.8,12.2,0,,,,,,,,,,False
5350410.1,21.9,24.6,0.0,7.9,9.4,0,,,,,,,,,,False
5350410.11,21.2,23.2,0.0,10.6,12.2,0,,,,,,,,,,False
5350410.12,21.5,24.1,0.0,8.0,9.4,0,,,,,,,,,,False
5350410.13,21.5,24.0,0.0,8.0,9.4,0,,,,,,,,,,False
5350412.1,22.0,24.2,0.0,10.5,14.0,0,,,,,,,,,,False
5350412.11,22.3,24.6,0.0,10.8,14.0,0,,,,,,,,,,False
5350421.04,21.8,24.5,0.0,6.6,13.7,0,,,,,,,,,,False
5350421.05,21.8,24.5,0.0,6.6,13.7,0,,,,,,,,,,False
5350421.06,21.6,23.9,0.0,6.6,14.0,0,,,,,,,,,,False
5350421.07,21.7,24.4,0.0,6.6,13.7,0,,,,,,,,,,False
5350410.14,21.2,23.1,0.0,10.6,12.2,0,,,,,,,,,,False
5350410.15,21.4,23.4,0.0,10.5,11.9,0,,,,,,,,,,False
5350420.05,21.6,24.3,0.0,6.4,8.6,0,,,,,,,,,,False
5350420.06,21.6,24.1,0.0,6.4,13.7,0,,,,,,,,,,False
5350420.08,21.6,23.9,0.0,6.6,14.0,0,,,,,,,,,,False
5350420.09,21.7,24.0,0.0,6.6,14.0,0,,,,,,,,,,False
5350420.1,21.6,24.1,0.0,6.4,13.7,0,,,,,,,,,,False
5350420.11,21.4,23.9,0.0,6.4,13.7,0,,,,,,,,,,False
5350424.04,21.2,23.4,0.0,6.9,14.8,0,,,,,,,,,,False
5350424.05,21.1,23.3,0.0,6.9,14.8,0,,,,,,,,,,False
5350441.03,21.5,23.9,0.0,5.1,14.0,0,,,,,,,,,,False
5350441.04,21.1,23.5,0.0,5.9,15.1,0,,,,,,,,,,False
5350481.03,20.9,23.8,0.0,4.2,13.3,0,,,,,,,,,,False
5350481.04,21.0,23.8,0.0,4.2,13.3,0,,,,,,,,,,False
5350481.05,21.1,23.8,0.0,4.3,13.0,0,,,,,,,,,,False
5350480.03,21.1,24.0,0.0,3.9,13.0,0,,,,,,,,,,False
5350480.04,21.0,23.8,0.0,4.2,13.3,0,,,,,,,,,,False
5350480.06,21.2,24.0,0.0,4.3,13.0,0,,,,,,,,,,False
5350528.5,21.3,22.7,0.0,13.9,15.8,0,,,,,,,,,,False
5350528.51,20.8,22.7,0.0,14.4,15.8,0,,,,,,,,,,False
5350528.52,21.5,23.0,0.0,13.9,15.8,0,,,,,,,,,,False
5350528.53,21.3,23.2,0.0,13.7,16.2,0,,,,,,,,,,False
5350576.73,23.0,24.8,0.0,9.4,14.8,0,,,,,,,,,,False
5350576.74,22.9,24.6,0.0,9.4,14.8,0,,,,,,,,,,False
5350576.75,22.5,24.1,0.0,9.7,14.4,0,,,,,,,,,,False
5350576.76,22.3,23.7,0.0,11.2,14.4,0,,,,,,,,,,False
5350576.77,22.3,23.8,0.0,11.4,14.4,0,,,,,,,,,,False
5350576.78,21.6,23.4,0.0,13.2,15.8,0,,,,,,,,,,False
5350576.79,22.5,24.6,0.0,11.3,14.0,0,,,,,,,,,,False
5350576.8,22.1,23.7,0.0,11.2,14.0,0,,,,,,,,,,False
5350576.81,22.0,23.7,0.0,11.2,14.0,0,,,,,,,,,,False
5350576.82,22.7,24.9,0.0,11.3,13.7,0,,,,,,,,,,False
5350576.83,22.8,25.0,0.0,11.3,13.7,0,,,,,,,,,,False
5350576.84,22.3,23.6,0.0,10.7,15.1,0,,,,,,,,,,False
5350576.85,22.3,23.7,0.0,10.7,15.1,0,,,,,,,,,,False
5350576.86,22.8,25.0,0.0,11.3,13.7,0,,,,,,,,,,False
5350576.87,22.8,25.0,0.0,11.3,13.7,0,,,,,,,,,,False
5350576.88,22.5,24.0,0.0,9.7,14.4,0,,,,,,,,,,False
5350576.89,22.7,24.5,0.0,10.2,14.8,0,,,,,,,,,,False
5350576.9,21.4,22.9,0.0,13.9,15.8,0,,,,,,,,,,False
5350576.91,21.5,22.7,0.0,14.6,15.8,0,,,,,,,,,,False
5350576.92,22.3,23.6,0.0,10.7,15.1,0,,,,,,,,,,False
5350576.93,22.2,24.0,0.0,10.9,15.1,0,,,,,,,,,,False
5350576.94,22.6,24.8,0.0,10.5,15.8,0,,,,,,,,,,False
5350576.95,22.6,24.8,0.0,10.5,15.8,0,14.5,70.5,133.16666666666666,38.0,908.65,2.6666666666666665,49.4,44.7,18.289719626168225,False
5350576.96,22.7,24.8,0.0,10.5,15.8,0,14.5,70.5,133.16666666666666,38.0,908.65,2.6666666666666665,49.4,44.7,18.289719626168225,False
5350576.97,22.7,24.9,0.0,10.5,15.8,0,14.5,70.5,133.16666666666666,38.0,908.65,2.6666666666666665,49.4,44.7,18.289719626168225,False
5350576.98,22.4,23.6,0.0,11.4,13.7,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350576.99,22.3,24.1,0.0,8.7,11.5,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.0,22.1,23.8,0.0,11.2,14.0,0,,,,,,,,,,False
5350577.01,21.7,23.6,0.0,12.0,15.5,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.02,21.8,23.6,0.0,12.0,15.5,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.03,21.8,23.7,0.0,12.0,15.5,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.04,21.5,22.8,0.0,13.7,15.1,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.05,21.3,22.7,0.0,13.9,15.8,0,12.666666666666666,69.83333333333333,131.83333333333334,39.333333333333336,905.9166666666666,2.5,54.8,44.4,18.168380062305292,False
5350577.06,21.7,23.1,0.0,13.7,15.1,0,,,,,,,,,,False
5350485.04,21.5,24.1,0.0,6.9,15.1,0,,,,,,,,,,False
5350485.05,21.4,24.0,0.0,6.5,15.1,0,,,,,,,,,,False
5350516.5,20.5,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350516.51,20.5,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350520.11,18.7,20.6,0.0,10.3,14.0,0,,,,,,,,,,False
5350520.12,18.7,20.7,0.0,10.3,14.0,0,,,,,,,,,,False
5350528.54,20.9,22.8,0.0,14.4,15.8,0,,,,,,,,,,False
5350528.55,20.8,22.8,0.0,14.4,15.8,0,,,,,,,,,,False
5350516.52,20.5,22.6,0.0,12.6,16.2,0,,,,,,,,,,False
5350516.53,20.6,22.7,0.0,12.6,16.2,0,,,,,,,,,,False
5350527.1,19.6,21.7,0.0,11.8,14.0,0,,,,,,,,,,False
5350527.11,19.5,21.6,0.0,11.2,14.4,0,,,,,,,,,,False
5350527.12,19.0,20.9,0.0,10.9,13.7,0,,,,,,,,,,False
5350527.13,19.0,20.9,0.0,10.9,13.7,0,,,,,,,,,,False
5350528.56,19.4,21.4,0.0,11.2,14.4,0,,,,,,,,,,False
5350528.57,19.4,21.5,0.0,11.2,14.4,0,,,,,,,,,,False
5350528.58,19.6,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.59,19.6,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350516.54,20.0,22.2,0.0,11.2,15.1,0,,,,,,,,,,False
5350516.55,19.8,22.0,0.0,11.1,16.2,0,,,,,,,,,,False
5350528.6,19.6,21.6,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.61,19.6,21.7,0.0,11.8,14.0,0,,,,,,,,,,False
5350528.62,20.4,22.4,0.0,14.2,16.2,0,,,,,,,,,,False
5350528.63,20.2,22.3,0.0,13.4,15.8,0,,,,,,,,,,False
5350577.07,22.1,23.7,0.0,11.2,14.0,0,,,,,,,,,,False
5350577.08,22.1,23.7,0.0,11.2,14.0,0,,,,,,,,,,False
5350577.09,22.0,23.6,0.0,11.2,14.0,0,,,,,,,,,,False
5370140.05,21.7,23.4,0.0,10.2,13.0,0,,,,,,,,,,False
5370140.06,21.8,23.6,0.0,10.2,13.0,0,,,,,,,,,,False
5370002.07,21.9,23.6,0.0,9.8,11.9,0,,,,,,,,,,False
5370002.08,21.9,23.6,0.0,9.8,11.9,0,,,,,,,,,,False
5370086.01,20.5,22.8,0.0,7.3,13.0,0,,,,,,,,,,False
5370086.02,20.5,22.8,0.0,7.3,13.0,0,,,,,,,,,,False
5370140.07,21.7,23.4,0.0,10.2,13.0,0,,,,,,,,,,False
5370140.08,20.9,23.1,0.0,8.3,13.7,0,,,,,,,,,,False
